Course Code,Course Name,Average GPA Expected,Average Study Hours per Week,Count,Department
LTEN 172,Amer Poetry II:Whitman-Modern,3.635,6.0,2,LTEN
LTEN 172,Amer Poetry II:Whitman-Modern ,3.315,4.71,2,LTEN
LTEN 174,Amer Fiction II:Middle James,3.675,6.605,2,LTEN
LTEN 174,Amer Fiction II:Middle James  ,3.355,5.405,2,LTEN
LTEN 175A,New Amer Fiction:WWII-Present,3.682,6.3759999999999994,5,LTEN
LTEN 175A,New Amer Fiction:WWII-Present ,3.5,5.58,1,LTEN
LTEN 175B,New Amer Poetry:Post WWII-Pres,3.3600000000000003,6.14,5,LTEN
LTEN 176,Major American Writers,3.4210000000000003,4.788,10,LTEN
LTEN 176,Major American Writers        ,3.3840000000000003,5.252,5,LTEN
LTEN 177,California Literature         ,3.675,5.445,2,LTEN
LTEN 178,Comparative Ethnic Literature,3.662142857142857,6.244285714285715,14,LTEN
LTEN 178,Comparative Ethnic Literature ,3.5340000000000003,5.614,5,LTEN
LTEN 179,Topic:Arab/Muslim Amer Identy,3.86,4.39,2,LTEN
LTEN 179,Topic:Arab/Muslim Amer Identy ,3.33,3.5,1,LTEN
LTEN 180,Chicano Literature in English,3.684285714285714,5.340000000000001,7,LTEN
LTEN 181,Asian American Literature,3.6947058823529413,4.5452941176470585,17,LTEN
LTEN 181,Asian American Literature     ,3.5658333333333334,5.406666666666666,12,LTEN
LTEN 183,Afro-American Prose           ,3.4524999999999997,6.3425,4,LTEN
LTEN 183,Topics/African-American Prose,3.6533333333333338,6.4433333333333325,6,LTEN
LTEN 185,Themes/Afro-Americn Literature,3.4873913043478257,5.870869565217391,23,LTEN
LTEN 186,Literature/Harlem Renaissance ,3.3414285714285716,6.2128571428571435,7,LTEN
LTEN 188,Contemporary Caribbean Lit,3.6366666666666667,6.493333333333333,3,LTEN
LTEN 189,20th Century Postcolonial Lits,3.52,5.825384615384616,13,LTEN
LTEN 190,Seminar                       ,3.33,7.0,1,LTEN
LTEN 192,Senior Seminar in English Lit,4.0,1.03,4,LTEN
LTEN 21,Intro/Lit/Brit Isles: pre-1660,3.308125,5.769375,16,LTEN
LTEN 22,Intro/Lit/Brtish Is:1660-1832,3.5799999999999996,5.078,10,LTEN
LTEN 22,Intro/Lit/Brtish Is:1660-1832 ,3.5140000000000002,4.832,5,LTEN
LTEN 23,Lit/British Isles:1832-Present,3.48,4.610625,16,LTEN
LTEN 25,Intro/Lit/US: Beginning - 1865,3.4925,5.56375,16,LTEN
LTEN 26,Intro/Lit/US: 1865 - Present,3.5427272727272725,5.039090909090909,11,LTEN
LTEN 26,Intro/Lit/US: 1865 - Present  ,3.418,6.122,5,LTEN
LTEN 27,Intro/Afro-American Literature,3.4387499999999998,5.309375,16,LTEN
LTEN 28,Intr/Asian-American Literature,3.5075,4.660625,16,LTEN
LTEN 29,Intro/Chicano/Latino Lit.,3.604,4.4270000000000005,10,LTEN
LTEN 29,Intro/Chicano/Latino Lit.     ,3.374,5.1,5,LTEN
LTEN 30,Poetry for Physicists,3.5,2.835,2,LTEN
LTEN 31,Indigenous Literature,3.81,5.36,1,LTEN
LTEN 87,Freshman Seminar,3.7142857142857144,1.3542857142857143,7,LTEN
LTEN 87,Freshman Seminar              ,3.7,1.9259999999999997,5,LTEN
LTEU 100,Intro to Italian Literature,3.8,3.75,2,LTEU
LTEU 105,Medieval Studies,3.783333333333333,3.8911111111111114,9,LTEU
LTEU 105,Medieval Studies              ,3.86,4.0375,4,LTEU
LTEU 109,Studies/18th Cen European Lit ,3.46,6.5,1,LTEU
LTEU 110,European Romanticism,3.67,5.63,1,LTEU
LTEU 110,European Romanticsm,3.4,4.83,1,LTEU
LTEU 110,European Romanticsm           ,3.55,5.215,2,LTEU
LTEU 111,European Realism              ,3.25,5.0,1,LTEU
LTEU 125,Faust in European Literature,3.29,5.61,1,LTEU
LTEU 130,German Literature in Translatn,3.56,6.06,1,LTEU
LTEU 130,Topics/German Lit in Transltn,4.0,5.5,1,LTEU
LTEU 130,Topics/German Lit in Transltn ,3.8,4.9,1,LTEU
LTEU 137,Seminars in German Culture    ,3.625,6.5,2,LTEU
LTEU 137GS,Seminars in German Culture    ,3.4,6.5,1,LTEU
LTEU 138,Topics/Single Author Germn Lit,4.0,3.64,1,LTEU
LTEU 139,Marx/Nietzsche/Freud          ,3.3,7.23,1,LTEU
LTEU 140,Italian Literature in Transltn,3.771111111111111,4.385555555555555,9,LTEU
LTEU 141,French Literature/Translation,3.6033333333333335,4.921666666666667,6,LTEU
LTEU 150A,Russian&Soviet Lit/1800-1860,3.5033333333333334,7.216666666666666,3,LTEU
LTEU 150A,Russian&Soviet Lit/1800-1860  ,3.14,6.0,1,LTEU
LTEU 150B,Russian&Soviet Lit/1860-1917,3.75,6.5,2,LTEU
LTEU 150B,Russian&Soviet Lit/1860-1917  ,3.37,7.35,2,LTEU
LTEU 150C,Russian&Soviet Lit/1917-Presnt,3.675,7.405,4,LTEU
LTEU 154,Russian Culture,3.65,4.989999999999999,3,LTEU
LTEU 154,Russian Culture               ,3.543333333333333,5.859999999999999,3,LTEU
LTEU 158,Single Author in Russian Lit,3.626,6.096,5,LTEU
LTEU 158,Single Author in Russian Lit  ,3.6255555555555556,5.931111111111111,9,LTEU
LTEU 87,Freshman Seminar,4.0,1.125,2,LTEU
LTFR 104,Adv French Reading and Writing,3.1999999999999997,4.5,3,LTFR
LTFR 115,Themes/Intellect&Literary Hist,3.5526666666666666,4.714666666666667,15,LTFR
LTFR 116,Themes/Intellect&Literary Hist,3.5684615384615386,4.995384615384615,13,LTFR
LTFR 121,Middle Ages & Renaissance,3.67,4.5,1,LTFR
LTFR 122,Seventeenth Century French Lit,3.6,5.77,1,LTFR
LTFR 123,Eighteenth Century,3.67,3.17,1,LTFR
LTFR 123,Eighteenth Century            ,3.725,7.43,2,LTFR
LTFR 124,Nineteenth Century,3.735,6.5,2,LTFR
LTFR 124,Nineteenth Century            ,3.426666666666667,5.963333333333334,3,LTFR
LTFR 125,Twentieth Century,3.8280000000000003,3.912,5,LTFR
LTFR 125,Twentieth Century             ,3.71,5.93,1,LTFR
LTFR 141,Topics/Literatures in French,3.782,5.26,5,LTFR
LTFR 141,Topics/Literatures in French  ,3.44,6.9,1,LTFR
LTFR 142,Topics/Literary Genres French,3.526,5.066,5,LTFR
LTFR 142,Topics/Literary Genres French ,3.4299999999999997,6.163333333333333,3,LTFR
LTFR 143,Topics/Major Authors in French,3.7433333333333336,5.823333333333333,3,LTFR
LTFR 164,Topics/Modern French Culture,3.915,3.735,2,LTFR
LTFR 2A,Intermediate French I,3.5914285714285716,4.967142857142858,7,LTFR
LTFR 2A,Intermediate French I         ,4.0,5.83,1,LTFR
LTFR 2B,Intermediate French II,3.528888888888889,4.961111111111111,9,LTFR
LTFR 2C,Intermediate French III,3.4185000000000003,5.3454999999999995,20,LTFR
LTFR 2C,Intermediate French III       ,3.19125,4.98125,8,LTFR
LTFR 50,Intermed French IV/Text Analy,3.6933333333333334,4.473333333333334,6,LTFR
LTGK 1,Beginning Greek,3.693636363636364,5.85,11,LTGK
LTGK 1,Beginning Greek               ,3.594,6.536,5,LTGK
LTGK 102,Greek Poetry,3.75,6.83,1,LTGK
LTGK 103,Greek Drama,4.0,5.915,2,LTGK
LTGK 104,Greek Prose,3.7525,7.15,4,LTGK
LTGK 105,Topics in Greek Literature,4.0,4.943333333333333,3,LTGK
LTGK 110,Archaic Period                ,4.0,5.5,1,LTGK
LTGK 112,Homer,3.14,11.25,1,LTGK
LTGK 113,Classical Period              ,3.43,8.21,1,LTGK
LTGK 130,Tragedy,3.67,8.5,1,LTGK
LTGK 131,Comedy,3.33,8.0,1,LTGK
LTGK 132,History,3.5,6.5,1,LTGK
LTGK 132,History                       ,2.5,6.5,1,LTGK
LTGK 133,Prose,3.6,6.965,2,LTGK
LTGK 133,Prose                         ,3.0,9.365,2,LTGK
LTGK 135,Lyric Poetry                  ,3.5,8.5,1,LTGK
LTGK 2,Intermediate Greek I,3.7899999999999996,5.203636363636363,11,LTGK
LTGK 2,Intermediate Greek I          ,3.6133333333333333,6.739999999999999,3,LTGK
LTGK 3,Intermediate Greek II,3.7563636363636363,5.157272727272727,11,LTGK
LTGK 3,Intermediate Greek II         ,3.3766666666666665,7.086666666666666,3,LTGK
LTGM 100,GrmnStudiesI:Aesthetic Culture,3.8366666666666664,4.39,6,LTGM
LTGM 101,German Studies II:Nat'l Identi,3.685714285714286,4.71,7,LTGM
LTGM 130,German Literary Prose,3.5700000000000003,5.103333333333333,3,LTGM
LTGM 130,German Literary Prose         ,3.4299999999999997,4.77,3,LTGM
LTGM 131,German Dramatic Literature    ,3.25,5.5,1,LTGM
LTGM 132,German Poetry,3.6075,4.47,4,LTGM
LTGM 132,German Poetry                 ,3.29,4.06,1,LTGM
LTGM 134,New German Cinema             ,3.33,4.0,1,LTGM
LTGM 190,Seminars in German Culture    ,3.6933333333333334,5.723333333333334,3,LTGM
LTGM 2A,Intermediate German I,3.732727272727273,4.491818181818182,11,LTGM
LTGM 2A,Intermediate German I         ,3.5,5.470000000000001,2,LTGM
LTGM 2B,Intermediate German II,3.689090909090909,4.667272727272728,11,LTGM
LTGM 2B,Intermediate German II        ,3.5933333333333337,5.01,3,LTGM
LTGM 2C,Intermediate German III,3.7700000000000005,3.624,5,LTGM
LTGM 2C,Intermediate German III       ,3.0,7.17,1,LTGM
LTIT 100,Intro/Literatures in Italian,3.8840000000000003,3.0,5,LTIT
LTIT 100,Intro/Literatures in Italian  ,3.785,3.48,4,LTIT
LTIT 110,Italian Literature            ,3.27,3.03,1,LTIT
LTIT 115,Medieval Studies,3.8899999999999997,3.878,5,LTIT
LTIT 115,Medieval Studies              ,3.8899999999999997,4.279999999999999,2,LTIT
LTIT 122,Studies/Modern Italian Culture,3.568,4.174,5,LTIT
LTIT 12AR,Italian for Spanish Speakrs I,3.8,5.7,1,LTIT
LTIT 137,Studies/Modern Italian Prose,4.0,3.5,1,LTIT
LTIT 137,Studies/Modern Italian Prose  ,4.0,4.5,1,LTIT
LTIT 161,Adv Stylistics&Conversation,3.875,2.0,2,LTIT
LTIT 161,Adv Stylistics&Conversation   ,3.565,4.515,2,LTIT
LTIT 2A,Intermediate Italian I,3.73,3.206363636363636,11,LTIT
LTIT 2A,Intermediate Italian I        ,3.52,3.591111111111111,9,LTIT
LTIT 2B,Intermediate Italian II,3.8659999999999997,2.873,10,LTIT
LTIT 2B,Intermediate Italian II       ,3.6,3.478,5,LTIT
LTIT 50,Advanced Italian,3.9555555555555557,2.73,9,LTIT
LTIT 50,Advanced Italian              ,3.7575,3.12,4,LTIT
LTKO 100,Adv Readngs/Korean Lit&Culture,3.5925,4.6362499999999995,24,LTKO
LTKO 130,Advanced Korean: Third Year,3.5,6.835,2,LTKO
LTKO 149,Reading Korean Lang Hist&Stru,2.984,7.8,5,LTKO
LTKO 1A,Beginning Korean:First Yr. I,3.6029411764705883,5.4411764705882355,17,LTKO
LTKO 1A,Beginning Korean:First Yr. I  ,3.588181818181818,4.879545454545454,22,LTKO
LTKO 1B,Beginning Korean:First Yr. II,3.727894736842105,4.961052631578948,19,LTKO
LTKO 1B,Beginning Korean:First Yr. II ,3.7115384615384617,4.438461538461539,13,LTKO
LTKO 1C,Beginning Korean:First Yr. III,3.6989655172413793,4.611724137931035,29,LTKO
LTKO 2A,Intermediate Korean: 2nd Yr I,3.47,4.386666666666667,6,LTKO
LTKO 2A,Intermediate Korean: 2nd Yr I ,3.723333333333333,4.803333333333334,12,LTKO
LTKO 2A,Intermediate Korean:2nd Yr I,3.6375,4.67,8,LTKO
LTKO 2B,Intermediate Korean: Second Yr,3.7700000000000005,4.576,5,LTKO
LTKO 2B,Intermediate Korean:2nd Yr II,3.8200000000000003,5.263333333333333,3,LTKO
LTKO 2C,Intermediate Korean: Second Yr,3.77375,5.44875,8,LTKO
LTKO 2C,Intermediate Korean:2nd Yr III,3.6666666666666665,5.0633333333333335,3,LTKO
LTKO 3,Advanced Korean/Third Year,3.705,5.4433333333333325,6,LTKO
LTKO 3,Advanced Korean/Third Year    ,3.8333333333333335,6.151666666666666,6,LTKO
LTLA 1,Beginning Latin,3.4520000000000004,6.669500000000001,20,LTLA
LTLA 1,Beginning Latin               ,3.2885714285714287,7.437857142857142,14,LTLA
LTLA 100,Introductn/Latin Literature I,3.242,7.464,10,LTLA
LTLA 100,Introductn/Latin Literature I ,2.895,9.022,10,LTLA
LTLA 102,Latin Poetry,3.5,4.83,1,LTLA
LTLA 103,Latin Drama,3.64,6.4175,4,LTLA
LTLA 104,Latin Prose,3.6933333333333334,7.09,3,LTLA
LTLA 105,Topics in Latin Literature,3.668,6.192,5,LTLA
LTLA 111,Pre-Augustan                  ,3.6,8.9,1,LTLA
LTLA 114,Vergil,3.33,6.83,1,LTLA
LTLA 114,Vergil                        ,3.4,7.3,1,LTLA
LTLA 116,Silver Latin,3.25,4.5,1,LTLA
LTLA 116,Silver Latin                  ,3.14,8.79,1,LTLA
LTLA 131,Prose,3.585,7.335,2,LTLA
LTLA 131,Prose                         ,3.3175,7.695,4,LTLA
LTLA 132,Lyric and Elegiac Poetry      ,3.43,9.07,1,LTLA
LTLA 133,Epic,3.9,7.3,2,LTLA
LTLA 133,Epic                          ,3.25,7.515000000000001,2,LTLA
LTLA 134,History,4.0,5.5,1,LTLA
LTLA 135,Drama,3.71,6.28,1,LTLA
LTLA 135,Drama                         ,3.0,6.535,2,LTLA
LTLA 2,Intermediate Latin I,3.5741176470588236,6.313529411764706,17,LTLA
LTLA 2,Intermediate Latin I          ,3.0999999999999996,8.367777777777778,9,LTLA
LTLA 3,Intermediate Latin II,3.4927777777777775,6.566666666666666,18,LTLA
LTLA 3,Intermediate Latin II         ,3.067142857142857,9.605714285714285,7,LTLA
LTLA 4,Intensive Elementary Latin    ,2.7866666666666666,19.596666666666668,3,LTLA
LTRU 104A,Advanced Practicum in Russian,3.8009999999999997,4.423,10,LTRU
LTRU 104A,Advanced Practicum in Russian ,3.9133333333333336,3.5233333333333334,3,LTRU
LTRU 104B,Advanced Practicum in Russian,3.90625,3.6625,8,LTRU
LTRU 104B,Advanced Practicum in Russian ,3.9625,4.2725,4,LTRU
LTRU 104C,Advanced Practicum in Russian,3.892857142857143,3.9957142857142856,7,LTRU
LTRU 104C,Advanced Practicum in Russian ,3.92,5.763333333333333,3,LTRU
LTRU 110A,Russian&Soviet Lit/1800-1860,3.575,7.3,4,LTRU
LTRU 110B,Russian&Soviet Lit/1860-1917,3.6,8.1,1,LTRU
LTRU 110C,Russian&Soviet Lit/1917-Presnt,3.75,6.17,2,LTRU
LTRU 123,Single Author in Russian Lit,3.575,7.2075,4,LTRU
LTRU 123,Single Author in Russian Lit  ,3.6774999999999998,5.5475,4,LTRU
LTRU 150,Russian Culture,3.9433333333333334,5.453333333333333,3,LTRU
LTRU 150,Russian Culture               ,3.25,7.5,1,LTRU
LTRU 1A,First-Year Russian,3.6090909090909093,5.466363636363637,11,LTRU
LTRU 1A,First-Year Russian            ,3.605,4.505,4,LTRU
LTRU 1B,First-Year Russian,3.786363636363636,5.440909090909091,11,LTRU
LTRU 1B,First-Year Russian            ,3.6719999999999997,4.65,5,LTRU
LTRU 1C,First Year Russian,3.816,4.568,10,LTRU
LTRU 1C,First Year Russian            ,3.67,5.48,4,LTRU
LTRU 2A,Second Year Russian,3.8400000000000003,4.37,11,LTRU
LTRU 2A,Second Year Russian           ,3.855,4.0175,4,LTRU
LTRU 2B,Second Year Russian,3.835555555555555,4.427777777777778,9,LTRU
LTRU 2B,Second Year Russian           ,3.9725,3.9825,4,LTRU
LTRU 2C,Second Year Russian,3.8333333333333335,4.1000000000000005,3,LTRU
LTRU 2C,Second Year Russian           ,4.0,4.33,2,LTRU
LTSP 100A,Adv Spanish Reading & Writing,3.6,5.323333333333333,3,LTSP
LTSP 100B,Adv Read&Writing: Heritage Spk,3.8560000000000003,3.818,5,LTSP
LTSP 116,Representatns/Span Colonialism,3.651666666666667,5.148333333333333,6,LTSP
LTSP 119C,Cervantes: Don Quixote,3.565,5.035,2,LTSP
LTSP 119C,Cervantes: Don Quixote        ,3.425,5.390000000000001,2,LTSP
LTSP 122,The Romantic Movement in Spain,3.36,5.553333333333334,3,LTSP
LTSP 123,Topics in Modern Spanish Cult,3.5975,5.4825,4,LTSP
LTSP 123,Topics in Modern Spanish Cult ,3.5866666666666664,6.706666666666667,3,LTSP
LTSP 129,Spanish Writing after 1939    ,3.6733333333333333,5.34,3,LTSP
LTSP 130A,Development/Spanish Literature,3.5066666666666664,4.43,3,LTSP
LTSP 130B,Develop/Latin Amer Literature,3.2900000000000005,7.283333333333334,3,LTSP
LTSP 130B,Develop/Latin Amer Literature ,3.563333333333333,4.706666666666667,3,LTSP
LTSP 133,Contemporary Latin Americn Lit,3.376666666666667,6.161111111111111,9,LTSP
LTSP 134,Literatre of the Southern Cone,3.625,6.4175,4,LTSP
LTSP 135A,Mexican Literature before 1910,3.56875,7.785,8,LTSP
LTSP 135B,Modern Mexican Literature,3.5716666666666668,7.526666666666666,6,LTSP
LTSP 135B,Modern Mexican Literature     ,3.3800000000000003,5.826666666666667,3,LTSP
LTSP 136,Andean Literature,3.4825,6.494999999999999,4,LTSP
LTSP 136,Andean Literature             ,4.0,5.7,1,LTSP
LTSP 137,Caribbean Literature,3.5375,7.0375,4,LTSP
LTSP 137,Caribbean Literature          ,3.4725,5.77,4,LTSP
LTSP 138,Central American Literature,3.685,6.66375,8,LTSP
LTSP 138,Central American Literature   ,3.445,5.8975,4,LTSP
LTSP 140,Latin American Novel,3.5814285714285714,7.217142857142858,14,LTSP
LTSP 140,Latin American Novel          ,3.42,6.82625,8,LTSP
LTSP 141,Latin American Poetry,3.75,5.0,1,LTSP
LTSP 141,Latin American Poetry         ,3.3975,4.4275,4,LTSP
LTSP 142,Latin American Short Story,3.5385714285714287,6.251428571428571,7,LTSP
LTSP 142,Latin American Short Story    ,3.5583333333333336,5.845,6,LTSP
LTSP 150A,Lat-Chican/Cul Prod:1848to1960,3.67,9.17,1,LTSP
LTSP 150B,Lat-Chican/Cul Prod:1960toPres,3.4766666666666666,5.855,6,LTSP
LTSP 154,Latino/a & Chicano/a Lit.     ,3.775,5.38,2,LTSP
LTSP 159,Methodlgcl. LatinAm&Caribbean,3.67,6.17,1,LTSP
LTSP 166,Creative Writing,3.9033333333333338,5.813333333333333,3,LTSP
LTSP 169,Latin American Popular Culture,4.0,7.83,1,LTSP
LTSP 170,Contemp Theories/Cultural Prod,3.7533333333333334,6.243333333333333,3,LTSP
LTSP 171,Peninsular&orLatAmer Lit & Soc,3.546666666666667,6.551666666666667,6,LTSP
LTSP 171,Pennisular&orLatAmer Lit & Soc,3.5933333333333337,5.233333333333333,3,LTSP
LTSP 172,Indigenista Themes/Latin-Amer,3.5533333333333332,6.304444444444444,9,LTSP
LTSP 172,Indigenista Themes/Latin-Amer ,3.57,5.300000000000001,2,LTSP
LTSP 174,Topics in Culture and Politics,3.5816666666666666,6.123333333333334,24,LTSP
LTSP 175,Gender Sexuality & Culture,3.7840000000000003,5.746,5,LTSP
LTSP 175,Gender Sexuality & Culture   ,3.40375,6.99625,8,LTSP
LTSP 176,Literature and Nation,3.544285714285714,6.512857142857143,7,LTSP
LTSP 176,Literature and Nation         ,3.6666666666666665,5.673333333333333,3,LTSP
LTSP 177,Literary & Hist'l Migration,3.0,5.17,1,LTSP
LTSP 177,Literary & Hist'l Migration   ,3.4933333333333336,5.838333333333334,6,LTSP
LTSP 2A,Intermed Spanish I:Foundations,3.5045454545454544,4.420909090909091,11,LTSP
LTSP 2B,Intermed Spanish II:Read&Comp,3.6846666666666663,4.1160000000000005,15,LTSP
LTSP 2C,Intermed Span III:Cultrl Topcs,3.5419047619047617,4.626190476190477,21,LTSP
LTSP 2D,Int. Span I: Bilingual Spkrs,3.62,3.5700000000000003,2,LTSP
LTSP 2D,Int/Adv Spanish-Bilingual Spkr,3.768333333333333,4.4750000000000005,6,LTSP
LTSP 2E,Adv Read & Comp-Bilingual Spkr,3.5524999999999998,4.1375,4,LTSP
LTSP 2E,Int. Span II: Bilingual Spkrs,3.7566666666666664,3.7066666666666666,6,LTSP
LTSP 50A,Readings/Peninsular Literature,3.356666666666667,6.243333333333333,3,LTSP
LTSP 50B,Readings/Latin Amer Literature,3.29,7.64,1,LTSP
LTTH 110,History of Criticism,3.7024999999999997,6.3149999999999995,4,LTTH
LTTH 110,History of Criticism          ,3.325,5.215,2,LTTH
LTTH 115,Introduction/Critical Theory,3.442,6.337,10,LTTH
LTTH 115,Introduction/Critical Theory  ,3.7112499999999997,4.9225,8,LTTH
LTTH 150,Topics in Critical Theory,3.8975,5.085,4,LTTH
LTTH 150,Topics in Critical Theory     ,3.95,4.41,1,LTTH
LTWL 100,Mythology,3.515625,3.86,16,LTWL
LTWL 100,Mythology                     ,3.3000000000000003,4.083333333333333,3,LTWL
LTWL 104,Topics in Classical Studies   ,3.58,3.07,1,LTWL
LTWL 106,Classical Tradition,3.75,5.706666666666666,3,LTWL
LTWL 106,Classical Tradition           ,3.4175,5.18,4,LTWL
LTWL 110B,Folk and Fairy Tales,3.91,3.8800000000000003,3,LTWL
LTWL 110B,Folk and Fairy Tales          ,3.97,4.0633333333333335,3,LTWL
LTWL 111,Medieval Studies,3.8,5.17,1,LTWL
LTWL 114,Children's Literature,3.45,4.283333333333333,9,LTWL
LTWL 114,Children's Literature         ,3.532,3.934,5,LTWL
LTWL 115,Contemporary Literature       ,3.21,5.91,1,LTWL
LTWL 116,Adolescent Literature,3.442,5.051,10,LTWL
LTWL 116,Adolescent Literature         ,3.4659999999999997,4.356,5,LTWL
LTWL 120,Popular Literature and Culture,3.369285714285714,4.524285714285715,14,LTWL
LTWL 122,Fantasy                       ,3.42,5.55,1,LTWL
LTWL 123,Vampires in Literature,3.575,4.654999999999999,2,LTWL
LTWL 123,Vampires in Literature        ,3.41,6.256666666666667,3,LTWL
LTWL 124,Science Fiction,3.5575,5.70625,8,LTWL
LTWL 124,Science Fiction               ,3.476,5.523999999999999,5,LTWL
LTWL 128,Intro/Semiotics & Applications,3.6471428571428572,4.423571428571429,14,LTWL
LTWL 129,Wisdom:The Lit of Authority,4.0,5.5,1,LTWL
LTWL 129,Wisdom:The Lit of Authority   ,3.69,5.43,1,LTWL
LTWL 135,The Buddhist Imaginary,3.2800000000000002,5.085,4,LTWL
LTWL 135,The Buddhist Imaginary        ,3.225,4.85,2,LTWL
LTWL 136,Socially Engaged Buddhism,3.33,3.83,1,LTWL
LTWL 138,Critical Religion Studies,3.5439999999999996,3.9579999999999997,5,LTWL
LTWL 138,Critical Religion Studies     ,3.615,5.6325,4,LTWL
LTWL 140,Novel&History/Third World,3.75,3.35,2,LTWL
LTWL 140,Novel&History/Third World     ,3.766666666666667,6.0566666666666675,3,LTWL
LTWL 143,Arab Literatures and Cultures,4.0,5.5,1,LTWL
LTWL 145,S Asian Reli Lit/Select Topics,3.86,4.17,1,LTWL
LTWL 147,Readings in Mahayana Buddhism ,3.73,5.75,1,LTWL
LTWL 149,The Last Turn of the Cent/West,3.5,4.72,1,LTWL
LTWL 150,Modernity and Literature,3.706666666666667,6.246666666666667,3,LTWL
LTWL 152,Introduction to Islam         ,3.68,3.93,1,LTWL
LTWL 153,Literature/Relign/Cult in Iran,3.85,2.79,1,LTWL
LTWL 155,Gender Studies,3.656,5.266,5,LTWL
LTWL 155,Gender Studies                ,3.5366666666666666,5.6000000000000005,3,LTWL
LTWL 157,Iranian Film,3.8899999999999997,4.0,2,LTWL
LTWL 157,Iranian Film                  ,3.865,3.05,2,LTWL
LTWL 158A,Topics in the New Testament,4.0,3.83,1,LTWL
LTWL 158A,Topics in the New Testament   ,3.535,5.385,2,LTWL
LTWL 158B,Topics in Early Christian Text,3.8200000000000003,3.6666666666666665,3,LTWL
LTWL 158C,Topics in Other Christianities,3.665,3.45,2,LTWL
LTWL 159,Digital Middle East,3.94,3.75,1,LTWL
LTWL 160,Women and Literature,3.786,5.076,5,LTWL
LTWL 160,Women and Literature          ,3.61,4.34,1,LTWL
LTWL 165,Literature & the Enviornment,3.6983333333333337,4.315,6,LTWL
LTWL 165,Literature & the Enviornment  ,3.795,5.34,4,LTWL
LTWL 168,Death and Desire in India,3.33,4.5,1,LTWL
LTWL 168,Death and Desire in India     ,3.71,5.64,1,LTWL
LTWL 172,Special Topics in Literature,3.696875,3.775625,16,LTWL
LTWL 172,Special Topics in Literature  ,3.3920000000000003,6.9159999999999995,5,LTWL
LTWL 172GS,Special Topics in Literature,3.92,5.5,1,LTWL
LTWL 175GS,The City of Rome,3.9050000000000002,5.85,4,LTWL
LTWL 176,Literature and Ideas,3.63125,5.1425,8,LTWL
LTWL 176,Literature and Ideas          ,3.6475,5.2625,8,LTWL
LTWL 177,Literature and Aging,3.973333333333333,3.0366666666666666,3,LTWL
LTWL 180,Film Studies&Lit:Film History,3.6672727272727275,4.111818181818182,11,LTWL
LTWL 180,Film Studies&Lit:Film History ,3.31,4.38,1,LTWL
LTWL 180GS,Film Studies&Lit:Film History,3.5875,6.6775,4,LTWL
LTWL 181,Film Studies&Lit:Film Movement,3.686,4.593999999999999,10,LTWL
LTWL 183,Film Studies&Lit:Director Work,3.669285714285714,4.376428571428571,14,LTWL
LTWL 184,Film Studies&Lit:Analysis/Txt,3.7478571428571428,4.761428571428572,14,LTWL
LTWL 184,Film Studies&Lit:Analysis/Txt ,3.5714285714285716,4.801428571428572,7,LTWL
LTWL 191,Honors Seminar,3.88,5.9175,4,LTWL
LTWL 191,Honors Seminar                ,3.906,7.138,5,LTWL
LTWL 192,Senior Seminar in Lit World,4.0,2.5,2,LTWL
LTWL 194,Capstone Course for Lit Majors,3.7971428571428567,5.728571428571429,7,LTWL
LTWL 194A,Honors Practicum,3.9583333333333335,5.5183333333333335,6,LTWL
LTWL 19A,Intro/Ancient Greeks & Romans,3.6655555555555557,4.275555555555555,9,LTWL
LTWL 19A,Intro/Ancient Greeks & Romans ,3.468,4.134,5,LTWL
LTWL 19B,Intro/Ancient Greeks & Romans,3.10875,5.5475,8,LTWL
LTWL 19B,Intro/Ancient Greeks & Romans ,2.93,5.9625,4,LTWL
LTWL 19C,Intro/Ancient Greeks & Romans,3.1574999999999998,4.8525,8,LTWL
LTWL 19C,Intro/Ancient Greeks & Romans ,3.162,4.7219999999999995,5,LTWL
LTWL 4A,Fiction&Film/20th Cen/French  ,3.27,2.17,1,LTWL
LTWL 4B,Fiction&Film/20th Cen/German  ,3.54,3.76,1,LTWL
LTWL 4C,Fiction&Film/20th Cen/Asian,3.62,3.21,1,LTWL
LTWL 4C,Fiction&Film/20th Cen/Asian   ,3.38,3.94,1,LTWL
LTWL 4D,Fiction&Film/20th Cen/Italian,3.5833333333333335,3.526666666666667,3,LTWL
LTWL 4D,Fiction&Film/20th Cen/Italian ,3.305,4.145,4,LTWL
LTWL 4F,Fiction&Film/20th Cen/Spanish,4.0,6.5,1,LTWL
LTWL 4F,Fiction&Film/20th Cen/Spanish ,3.625,5.0,2,LTWL
LTWL 4M,Fiction&Film/20th Cen/Multiple,3.586,3.036,5,LTWL
LTWL 87,First-year Seminar,4.0,2.72,1,LTWL
LTWL 87,Freshman Seminar,3.864375,1.4725,16,LTWL
LTWL 87,Freshman Seminar              ,3.8794444444444443,1.2577777777777779,18,LTWL
LTWR 100,Short Fiction                 ,3.705,5.600833333333333,12,LTWR
LTWR 100,Short Fiction Workshop,3.6667500000000004,4.7162500000000005,40,LTWR
LTWR 100,Short Fiction Workshop        ,3.6544444444444446,5.392222222222222,9,LTWR
LTWR 101,Writing Fiction in Spanish,3.83,8.17,1,LTWR
LTWR 102,Poetry                        ,3.802222222222222,4.144444444444444,9,LTWR
