Course Code,Course Name,Average GPA Expected,Average Study Hours per Week,Count,Department
CSE 141L,Project/Computer Architecture ,3.5810000000000004,14.105500000000001,20,CSE
CSE 142,Comp Arch Software Perspective,3.3657142857142857,8.315714285714286,7,CSE
CSE 142L,Software Proj Comp Arch,3.4385714285714286,11.037142857142857,7,CSE
CSE 143,Microelectronic System Design,3.07,7.155555555555556,9,CSE
CSE 143,Microelectronic System Design ,3.6225,5.99,4,CSE
CSE 145,Embedded System Design Project,3.6815384615384614,10.314615384615385,13,CSE
CSE 148,Adv Processor Arch Design Proj,3.444666666666667,11.790666666666668,15,CSE
CSE 150,Int Artif Intell:Search&Reason,3.2804761904761905,8.393333333333333,21,CSE
CSE 150A,AI: Probabilistic Models,3.428,9.236,5,CSE
CSE 150B,AI: Search and Reasoning,3.76,6.91,4,CSE
CSE 151,Intro to A.I. Stats Approach,3.384,7.878,15,CSE
CSE 151,Intro to A.I. Stats Approach  ,3.185,7.1275,4,CSE
CSE 151A,Intro to Machine Learning,3.652,7.890000000000001,10,CSE
CSE 151B,Deep Learning,3.5016666666666665,12.588333333333333,6,CSE
CSE 152,Intro to Computer Vision,3.2218181818181817,10.451818181818181,11,CSE
CSE 152,Intro to Computer Vision      ,3.11,10.063333333333334,3,CSE
CSE 152A,Intro to Comp Vision I,3.5850000000000004,8.853333333333333,6,CSE
CSE 152B,Intro to Comp Vision II,3.5966666666666662,8.826666666666666,3,CSE
CSE 153,Cognitive Modeling            ,3.2,7.7,1,CSE
CSE 154,Deep Learning,3.32,14.76,1,CSE
CSE 155,Computer Vision/Machine Learng,3.57,11.64,1,CSE
CSE 156,Statistical NLP,3.3966666666666665,9.75,3,CSE
CSE 158,Recommender Sys&Web Mining,3.47125,8.195,8,CSE
CSE 158R,Recommender Sys&Web Mining,3.74,6.95,1,CSE
CSE 15L,Software Tools&Techniques Lab,3.610808080808081,4.542929292929293,99,CSE
CSE 15L,Software Tools&Techniques Lab ,3.4743333333333335,2.975,30,CSE
CSE 160,Intro to Parallel Computing,3.3449999999999998,8.89,8,CSE
CSE 160,Intro to Parallel Computing   ,3.325,8.325,4,CSE
CSE 163,Advanced Computer Graphics,3.63,10.41,2,CSE
CSE 165,3D User Interaction,3.8588888888888886,11.034444444444444,9,CSE
CSE 166,Image Processing,3.391111111111111,8.834444444444443,9,CSE
CSE 166,Image Processing              ,3.355,10.265,4,CSE
CSE 167,Computer Graphics,3.4875,12.428,20,CSE
CSE 167,Computer Graphics             ,3.4133333333333336,14.905000000000001,6,CSE
CSE 168,Computer Graphics II:Rendering,3.4992307692307696,13.186153846153845,13,CSE
CSE 169,Computer Animation,3.628,9.187999999999999,10,CSE
CSE 169,Computer Animation            ,3.635,8.485,2,CSE
CSE 170,Human-Comp Interaction Design,3.8,4.46,1,CSE
CSE 170,Interaction Design,3.5840000000000005,9.365,10,CSE
CSE 170,Introduction to HCI Design,3.275,10.205,2,CSE
CSE 175,Entrepreneurship for Engineers,3.7199999999999998,5.8914285714285715,7,CSE
CSE 176A,Healthcare Robotics,3.6799999999999997,6.94,3,CSE
CSE 176A,Maker Topics: HHC Robotics,4.0,5.17,1,CSE
CSE 176E,Robotic Sys Design & Implemnt,3.6633333333333336,15.053333333333333,3,CSE
CSE 180,Biology Meets Computing,3.715,6.835,2,CSE
CSE 181,Molecular Sequence Analysis,3.233636363636364,15.05181818181818,11,CSE
CSE 181,Molecular Sequence Analysis   ,3.2616666666666667,10.363333333333333,6,CSE
CSE 182,Biological Databases,3.2622222222222224,9.307777777777778,9,CSE
CSE 182,Biological Databases          ,3.2716666666666665,10.65,6,CSE
CSE 184,Computational Molecular Biol. ,3.375,8.75,2,CSE
CSE 185,Advanced Bioinformatics Lab,3.64,9.323333333333332,6,CSE
CSE 190,Top/Computer Sci & Engineering,3.665,6.14,2,CSE
CSE 190,Topics/Computer Sci & Engineer,3.611641791044776,7.946567164179104,134,CSE
CSE 191,Semnr/Computer Sci & Engineer,3.9585185185185185,3.2422222222222223,27,CSE
CSE 191,Semnr/Computer Sci & Engineer ,4.0,1.675,2,CSE
CSE 193,Introduction to CS Research,3.912,8.324000000000002,5,CSE
CSE 194,Race Gender & Computing,3.91,4.7475000000000005,4,CSE
CSE 198,Direct Group Study,3.9858333333333333,6.859999999999999,12,CSE
CSE 20,Discrete Mathematics,3.5799999999999996,7.964999999999999,14,CSE
CSE 20,Intro/Discrete Mathematics,3.4144897959183673,6.85,49,CSE
CSE 20,Intro/Discrete Mathematics    ,2.9859999999999998,6.5115,20,CSE
CSE 21,Math/Algorithm&Systems Analys,3.4113333333333333,7.334666666666667,75,CSE
CSE 21,Math/Algorithm&Systems Analys ,3.388421052631579,5.846842105263158,19,CSE
CSE 3,Fluency/Information Technology,3.664666666666667,3.981733333333333,75,CSE
CSE 30,Computer Organiz&Systms Progrm,3.381047619047619,11.663428571428572,105,CSE
CSE 42,Bldg & Programming Elct Device,3.8000000000000003,1.5633333333333332,6,CSE
CSE 4GS,Mathematical Beauty in Rome,4.0,4.323333333333333,3,CSE
CSE 4GS,Mathematical Beauty in Rome   ,4.0,5.7125,4,CSE
CSE 5A,Introduction to Programming I,3.5712,8.3416,25,CSE
CSE 5A,Introduction to Programming I ,3.526875,6.52,16,CSE
CSE 6GS,Mathematical Beauty - Rome Lab,4.0,2.64,1,CSE
CSE 6GS,Mathematicl Beauty in Rome-Lab,3.9250000000000003,5.609999999999999,6,CSE
CSE 6R,Intr/CompSci&Obj-Ori:Python,3.285,6.18,2,CSE
CSE 7,Intro Programming MATLAB,3.461666666666667,5.372777777777777,18,CSE
CSE 7,Intro Programming MATLAB      ,3.395,6.21,2,CSE
CSE 7,Intro/Programming with MATLAB,3.43,6.23,1,CSE
CSE 70,Software Engineering          ,3.475,7.703,10,CSE
CSE 80,UNIX Lab                      ,3.75,1.77,4,CSE
CSE 86,C++ for Java Programmers      ,4.0,3.46,2,CSE
CSE 87,First-year Seminar,3.934,0.716,5,CSE
CSE 87,Freshman Seminar,3.929393939393939,0.8363636363636364,33,CSE
CSE 87,Freshman Seminar              ,3.9473684210526314,0.79,19,CSE
CSE 8A,Intro to Programming 1,3.626785714285714,7.536428571428572,28,CSE
CSE 8A,Intro/Computer Sci: Java (I),3.4721428571428574,8.144047619047619,42,CSE
CSE 8A,Intro/Computer Science: Java  ,3.368,6.352,5,CSE
CSE 8A,Intro/Computer Science: Java A,3.582941176470588,6.56,17,CSE
CSE 8AL,Intro/Computer Science:JavaLab,3.5808450704225354,3.513943661971831,71,CSE
CSE 8B,Intro to Programming 2,3.401818181818182,9.120909090909091,11,CSE
CSE 8B,Intro/Computer Sci. Java (II),3.472,11.118285714285713,35,CSE
CSE 8B,Intro/Computer Science: Java  ,3.3475,8.4775,4,CSE
CSE 8B,Intro/Computer Science: Java B,3.320909090909091,9.541818181818181,11,CSE
CSE 90,Undergraduate Seminar,3.985,1.24,12,CSE
CSE 90,Undergraduate Seminar         ,4.0,1.47125,8,CSE
CSE 91,Perspectives in CSE,3.915,1.9333333333333331,18,CSE
CSE 91,Perspectives in CSE           ,3.8200000000000003,1.7000000000000002,9,CSE
CSE 95,Tutor Apprentice,3.9523076923076923,1.8061538461538462,26,CSE
CSS 1,Prog Computational Social Sci,3.41,6.002222222222223,9,CSS
CSS 100,Advanced Programming: CSS,3.5366666666666666,5.236666666666667,3,CSS
CSS 2,Data/Model Programming: CSS,3.7916666666666665,6.579999999999999,6,CSS
DOC 1,Diversity,3.4767567567567563,4.982162162162163,37,DOC
DOC 1,Diversity                     ,3.3153846153846156,5.5515384615384615,13,DOC
DOC 100,Spec Top/DiverstyJustce&Imagn,3.6159999999999997,5.912,5,DOC
DOC 100D,Promises&Contradictions/USCult,3.6255882352941176,7.483823529411764,68,DOC
DOC 100D,Spec Top/DiverstyJustce&Imagn,3.6159999999999997,5.912,5,DOC
DOC 2,Justice,3.4857142857142858,4.816857142857143,35,DOC
DOC 2,Justice                       ,3.2475,6.155625000000001,16,DOC
DOC 3,Imagination,3.5308333333333333,4.235,36,DOC
DOC 3,Imagination                   ,3.356875,4.99375,16,DOC
DSC 10,Introduction to Programming,3.44,7.364,5,DSC
DSC 10,Principles of Data Science,3.5711764705882354,8.024411764705881,34,DSC
DSC 100,Intro to Data Management,3.636,6.434,10,DSC
DSC 102,Systems for Scalable Analytics,3.48125,8.8175,8,DSC
DSC 104,Beyond Relational Data Mgmt,3.9,7.135,2,DSC
DSC 106,Intro to Data Visualization,3.62,8.804545454545455,11,DSC
DSC 120,Signal Processing/Data Analys,3.325,9.615,4,DSC
DSC 140A,Probabilistic Modeling and ML,3.34,7.75,8,DSC
DSC 140B,Representation Learning,3.51,6.085,2,DSC
DSC 148,Introduction to Data Mining,3.9,6.86,1,DSC
DSC 155,Hidden Data in Random Matrices,2.785,9.77,2,DSC
DSC 160,Data Science and the Arts,4.0,5.59,1,DSC
DSC 161,Text as Data,3.5,6.375,2,DSC
DSC 167,Fairness&AlgorithmicDecisions,3.675,5.65,2,DSC
DSC 170,Spatial Data Science and Appl,3.5119999999999996,10.48,5,DSC
DSC 178,IntroRobotPerceptionNavigation,4.0,8.83,1,DSC
DSC 180A,Data Science Project I,3.64625,8.39625,8,DSC
DSC 180B,Data Science Project II,3.761111111111111,9.733333333333333,9,DSC
DSC 190,Topics in Data Science,3.7886956521739132,6.682173913043478,23,DSC
DSC 20,Intro to Data Structures,3.4725,10.545,4,DSC
DSC 20,Prgrmng/DataStruc for Data Sci,3.402142857142857,10.667142857142858,14,DSC
DSC 30,DataStrc/Algrthms for Data Sci,3.2405882352941178,12.402941176470588,17,DSC
DSC 30,Representations of Data,3.1533333333333338,13.676666666666668,3,DSC
DSC 40A,Theor Fndtns of Data Sci I,3.2656521739130433,8.706521739130435,23,DSC
DSC 40B,Theor Fndtns of Data Sci II,3.4818181818181815,6.331818181818182,22,DSC
DSC 80,Practice of Data Science,3.376,13.104000000000001,15,DSC
DSC 90,Seminar in Data Science,4.0,1.965,2,DSC
DSC 95,Tutor Appshp in Data Science,4.0,1.9728571428571429,7,DSC
DSC 96,Workshop in Data Science,3.8366666666666664,2.2016666666666667,12,DSC
DSGN 1,Design of Everyday Things,3.6475,5.184,20,DSGN
DSGN 100,Information Design,3.63,6.61,1,DSGN
DSGN 100,Prototyping,3.7186666666666666,6.866,15,DSGN
DSGN 118,Dsgn Creativity/Productivity,3.7866666666666666,5.536666666666666,3,DSGN
DSGN 119,Design at Large,3.825714285714286,1.21,21,DSGN
DSGN 160,Special Topics in Design,3.718,5.918,5,DSGN
DSGN 90,Undergraduate Seminar,4.0,1.2650000000000001,2,DSGN
ECE 100,Linear Electronic Systems,3.1848,9.2608,25,ECE
ECE 100,Linear Electronic Systems     ,3.218,8.296,5,ECE
ECE 101,Linear Systems Fundamentals,3.1443589743589744,8.831794871794871,39,ECE
ECE 101,Linear Systems Fundamentals   ,3.231666666666667,8.436666666666667,12,ECE
ECE 102,Intro/Active Circuit Design,3.0799999999999996,9.956315789473685,19,ECE
ECE 102,Intro/Active Circuit Design   ,3.058,9.246,10,ECE
ECE 103,Fundamntls/Devices & Materials,3.1094871794871795,7.54897435897436,39,ECE
ECE 107,Electromagnetism,2.942,9.482,35,ECE
ECE 107,Electromagnetism              ,3.1181818181818177,7.966363636363636,11,ECE
ECE 108,Digital Circuits,3.09,8.843333333333334,3,ECE
ECE 108,Digital Circuits              ,3.0755555555555554,8.991111111111111,9,ECE
ECE 109,Engineering Probability&Stats,3.0759375,7.2740625,32,ECE
ECE 109,Engineering Probability&Stats ,3.15,6.3149999999999995,10,ECE
ECE 111,Advanced Digital Design Proj,3.5054285714285713,7.872,35,ECE
ECE 111,Advanced Digital Design Proj  ,3.6033333333333335,9.546666666666667,12,ECE
ECE 115,Fast Prototyping,3.521,13.055000000000001,10,ECE
ECE 118,Computer Interfacing,3.48,9.21,2,ECE
ECE 118,Computer Interfacing          ,3.3020000000000005,8.632,5,ECE
ECE 120,Solar System Physics,3.4783333333333335,3.56,6,ECE
ECE 120,Solar System Physics          ,3.4074999999999998,3.105,4,ECE
ECE 121,Energy Conversion,3.21,8.21,1,ECE
ECE 121A,Power Sys Analysis & Fundmntls,3.1685714285714286,8.775714285714285,7,ECE
ECE 121B,Energy Conversion,3.2357142857142853,8.785714285714286,7,ECE
ECE 123,Antenna Systems Engineering,3.355454545454545,7.8981818181818175,11,ECE
ECE 123,Antenna Systems Engineering   ,3.5200000000000005,9.186,5,ECE
ECE 124,Motor Drives,3.37,12.475,4,ECE
ECE 125A,Intro to Power Electronics I,3.1766666666666667,8.99,9,ECE
ECE 125B,Intro to Power Electronics II,3.3455555555555554,10.24,9,ECE
ECE 128A,Real Wrld Pwr Grid Operation,3.4325,5.9875,4,ECE
ECE 128B,Power Grid Modernization,3.5225,5.72,4,ECE
ECE 128C,Power Grid Resiliency,3.7933333333333334,5.656666666666666,3,ECE
ECE 134,Electrnc Materls Sci/Integ Cir,3.3135714285714286,6.1414285714285715,14,ECE
ECE 135A,Semiconductor Physics,3.3045454545454547,6.485454545454545,11,ECE
ECE 135A,Semiconductor Physics         ,3.308,7.4159999999999995,5,ECE
ECE 135B,Electronic Devices,3.1033333333333335,9.85888888888889,9,ECE
ECE 135B,Electronic Devices            ,3.3183333333333334,8.721666666666666,6,ECE
ECE 136L,Microelectronics Laboratory,3.19,11.939,10,ECE
ECE 136L,Microelectronics Laboratory   ,3.3266666666666667,12.015555555555556,9,ECE
ECE 138L,Microstructure Processing Tech,3.6914285714285713,5.3999999999999995,7,ECE
ECE 139,SemicndctorDeviceModelng/Desgn,3.736666666666667,5.34,3,ECE
ECE 140A,The Art of Product Eng I,3.5133333333333336,10.655,12,ECE
ECE 140B,The Art of Product Eng II,3.5416666666666665,10.99,12,ECE
ECE 141A,Software Foundations I,3.474,13.065999999999999,5,ECE
ECE 141B,Software Foundations II,3.598,13.174000000000001,5,ECE
ECE 143,Programming for Data Analysis,3.8249999999999997,7.4425,12,ECE
ECE 144,LabVIEW Programming,3.389090909090909,10.866363636363637,11,ECE
ECE 145AL,Acoustics Laboratory,3.7725,7.5,4,ECE
ECE 145BL,Acoustics Lab,4.0,6.7925,4,ECE
ECE 145BL,Acoustics Lab                 ,3.54,9.165,2,ECE
ECE 145CL,Acoustics Laboratory,3.953333333333333,6.256666666666667,3,ECE
ECE 145CL,Acoustics Laboratory          ,3.5,6.165,2,ECE
ECE 146,Introductn/Magnetic Recording ,3.4825,7.3575,4,ECE
ECE 148,Intro to Autonomous Vehicles,3.7459090909090906,11.469090909090909,22,ECE
ECE 15,Engineering Computation,3.093030303030303,9.42030303030303,33,ECE
ECE 15,Engineering Computation       ,3.0949999999999998,10.02357142857143,14,ECE
ECE 150,Entrepreneurship for Engineers,3.775,5.2175,4,ECE
ECE 153,Probability&Random Process/Eng,3.1407692307692305,8.217692307692307,26,ECE
ECE 154A,Communications Systems I,3.2383333333333333,7.6499999999999995,6,ECE
ECE 154A,Communications Systems I      ,3.162,7.358,5,ECE
ECE 154B,Communications Systems II,3.5471428571428567,8.297142857142857,7,ECE
ECE 154B,Communications Systems II     ,3.378,7.286,5,ECE
ECE 154C,Communications SystemsIII,3.65,7.746,5,ECE
ECE 154C,Communications SystemsIII     ,3.6079999999999997,6.462000000000001,5,ECE
ECE 155,Digital Communications Theory,3.0833333333333335,8.0,3,ECE
ECE 155A,Digital Recording Systems     ,3.75,6.25,2,ECE
ECE 156,Sensor Networks,3.6,3.7,1,ECE
ECE 156,Sensor Networks               ,3.3625,4.175,4,ECE
ECE 157A,Communications Systems Lab I,3.5399999999999996,8.736666666666666,6,ECE
ECE 157A,Communications Systems Lab I  ,4.0,7.0,1,ECE
ECE 157B,Communications Systems Lab II,3.7266666666666666,9.276666666666666,3,ECE
ECE 158A,Data Networks I,3.3072727272727276,6.027272727272727,11,ECE
ECE 158A,Data Networks I               ,3.6159999999999997,6.004,5,ECE
ECE 158B,Data Networks II,3.482,7.812,5,ECE
ECE 158B,Data Networks II              ,3.61,6.25,4,ECE
ECE 159,Intro Data Proc & Info Theory,3.2266666666666666,6.446666666666666,3,ECE
ECE 159A,Queuing Systems: Fundamentals ,3.41,8.025,2,ECE
ECE 159B,Queuing Syst:ComptrSys&DataNet,3.64,7.33,1,ECE
ECE 16,Rapid Hardware & Software Dsn,3.455,9.742777777777778,18,ECE
ECE 161A,Intr/Digital Signal Processing,3.0919047619047615,8.37904761904762,21,ECE
ECE 161B,Digital Signal Processing I,3.244545454545454,7.569999999999999,11,ECE
ECE 161B,Digital Signal Processing I   ,3.3899999999999997,6.17,5,ECE
ECE 161C,Apps of Digital Signal Process,3.27375,7.773125,16,ECE
ECE 163,Electronic Circuits & Systems,3.239,9.692,10,ECE
ECE 163,Electronic Circuits & Systems ,3.3579999999999997,11.02,5,ECE
ECE 164,Analog Integrtd Circuit Design,3.343125,11.455,16,ECE
ECE 165,Digtl Integrated Circuit Desgn,3.286875,12.264375000000001,16,ECE
ECE 166,Apps of Digital Signal Process,3.2439999999999998,7.69,5,ECE
ECE 166,Microwave Systems and Circuits,3.415294117647059,10.92764705882353,17,ECE
ECE 17,Object-Oriented Programming,3.545,10.02375,8,ECE
ECE 171A,Linear Control System Theory,3.329375,8.32,16,ECE
ECE 171A,Linear Control System Theory  ,3.243,7.513,10,ECE
ECE 171B,Linear Control System Theory,3.401818181818182,7.357272727272728,11,ECE
ECE 171B,Linear Control System Theory  ,3.5324999999999998,6.7025,4,ECE
ECE 172A,Introductn/Intelligent Systems,3.36875,7.773125,16,ECE
ECE 173,Neural Networks & Fuzzy Logic ,3.44,14.415,2,ECE
ECE 174,Intro/Linear&Nonlinear Optimiz,3.0406666666666666,9.721333333333332,15,ECE
ECE 175,Elements/Machine Intelligence ,3.5,9.765,2,ECE
ECE 175A,Elements/Machine Intelligence ,3.5,9.765,2,ECE
ECE 175A,Pattrn Recogn and Machine Lrng,3.1333333333333333,9.647499999999999,12,ECE
ECE 175B,Prob Reasoning & Graphical Mod,3.543,8.184000000000001,10,ECE
ECE 176,Intro Deep Learning & Apps,3.6399999999999997,8.209999999999999,2,ECE
ECE 180,Topics in ECE,3.6541463414634143,6.101951219512196,41,ECE
ECE 181,Physical Optics&Fourier Optics,3.230714285714286,6.871428571428572,14,ECE
ECE 182,Electromagnetic Optcs/GW&FbrOp,3.34375,7.22875,16,ECE
ECE 183,Optical Electronics,3.133,9.176,10,ECE
ECE 183,Optical Electronics           ,3.322,7.17,5,ECE
ECE 184,Optical Info Proces&Holography,3.2716666666666665,8.0325,12,ECE
ECE 185,Lasers and Modulators,3.2733333333333334,10.938333333333333,6,ECE
ECE 185,Lasers and Modulators         ,3.4799999999999995,7.837999999999999,5,ECE
ECE 187,Intro/Biomed Imaging & Sensing,3.4818181818181815,4.8963636363636365,11,ECE
ECE 188,Topics in ECE with Lab,3.5453846153846156,9.01,13,ECE
ECE 189,Technical Public Speaking,3.855,4.845,2,ECE
ECE 191,Engineering Group Design Proj,3.6402631578947373,11.197105263157894,38,ECE
ECE 191,Engineering Group Design Proj ,3.7184210526315793,11.468421052631578,19,ECE
ECE 1A,MESA Orientation Course       ,4.0,0.76,4,ECE
ECE 1B,MESA Orientation Course       ,4.0,0.865,2,ECE
ECE 1C,MESA Orientation Course       ,4.0,0.5,2,ECE
ECE 25,Introduction to Digital Design,3.358,6.3302,50,ECE
ECE 30,Intro to Computer Engineering,3.1795454545454547,8.655909090909091,22,ECE
ECE 30,Intro to Computer Engineering ,3.269090909090909,6.883636363636364,11,ECE
ECE 35,Introduction to Analog Design,2.988837209302326,9.096976744186048,43,ECE
ECE 35,Introduction to Analog Design ,3.002666666666667,8.178666666666667,15,ECE
ECE 45,Circuits and Systems,3.14063829787234,8.049148936170212,47,ECE
ECE 45,Circuits and Systems          ,3.314,6.761333333333334,15,ECE
ECE 5,Intro to ECE,3.8738333333333332,6.1415,60,ECE
ECE 53,Fundamentl/Electricl Enginr I ,3.1100000000000003,6.455,2,ECE
ECE 53,Intro/Elctrnc Digital Circuits,3.05,6.258,5,ECE
ECE 53A,Fundamentl/Electricl Enginr I ,3.1100000000000003,6.455,2,ECE
ECE 65,Components & Circuits         ,3.26,7.6066666666666665,3,ECE
ECE 65,Components & Circuits Lab,3.3337499999999998,8.0453125,32,ECE
ECE 65,Components & Circuits Lab     ,3.231111111111111,7.80111111111111,9,ECE
ECE 80,Photonics of Everyday Life    ,3.36,2.89,3,ECE
ECE 85,iTunes 101: Survey/Info Techn,3.465,3.3600000000000003,2,ECE
ECE 85,iTunes 101: Survey/Info Techn ,3.64,3.0,1,ECE
ECE 87,Freshman Seminar              ,4.0,0.8425,4,ECE
ECE 90,Undergraduate Seminar         ,4.0,0.9,1,ECE
ECON 1,Elements of Economics I       ,3.52,6.09,2,ECON
ECON 1,Principles of Microeconomics,3.4256321839080455,4.868850574712644,87,ECON
ECON 1,Principles of Microeconomics  ,3.436842105263158,4.296315789473684,57,ECON
ECON 100A,Microeconomics A,3.191818181818182,7.0921590909090915,88,ECON
ECON 100A,Microeconomics A              ,3.304418604651163,6.046511627906977,43,ECON
ECON 100AH,Honors Microeconomics A,3.942,3.2969999999999997,10,ECON
ECON 100AH,Honors Microeconomics A       ,3.735,4.67,2,ECON
ECON 100B,Microeconomics B,3.33797619047619,6.2403571428571425,84,ECON
ECON 100B,Microeconomics B              ,3.2683720930232556,5.315348837209302,43,ECON
ECON 100BH,Honors Microeconomics B,3.96875,2.49625,8,ECON
ECON 100BH,Honors Microeconomics B       ,3.8275,2.13,4,ECON
ECON 100C,Microeconomics C,3.3208139534883716,6.481395348837209,86,ECON
ECON 100C,Microeconomics C              ,3.3403225806451613,5.514516129032257,31,ECON
